customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_sum
12423.0,90.0,11,2612.19,3,4,4,11
12424.0,461.0,7,3289.78,1,3,4,8
12425.0,580.0,3,1680.81,1,2,3,6
12426.0,648.0,3,1311.41,1,2,3,6
12427.0,62.0,5,1011.87,3,3,3,9
12428.0,33.0,12,7877.2,3,4,4,11
12429.0,400.0,9,7435.51,1,4,4,9
12430.0,0.0,1,256.4,4,1,1,6
12431.0,3.0,33,10719.41,3,4,4,11
12432.0,0.0,5,5059.32,4,3,4,11
12433.0,90.0,11,20428.86,3,4,4,11
12434.0,251.0,5,1062.48,2,3,3,8
12435.0,373.0,6,13925.93,1,3,4,8
12436.0,336.0,1,509.01,2,1,2,5
12437.0,10.0,47,12394.85,3,4,4,11
12438.0,0.0,2,2906.85,4,1,4,9
12439.0,0.0,3,1104.48,4,2,3,9
12440.0,489.0,3,768.15,1,2,2,5
12441.0,486.0,1,347.1,1,1,2,4
12442.0,182.0,1,172.06,2,1,1,4
12443.0,882.0,1,485.31,1,1,2,4
12444.0,1.0,5,5005.46,3,3,4,10
12445.0,608.0,3,426.48,1,2,2,5
12446.0,0.0,1,1002.3100000000001,4,1,3,8
12447.0,68.0,1,476.49,3,1,2,6
12448.0,0.0,1,449.45,4,1,2,7
12449.0,93.0,6,4835.89,3,3,4,10
12450.0,187.0,7,666.95,2,3,2,7
12451.0,215.0,10,12546.53,2,4,4,10
12452.0,0.0,3,428.57,4,2,2,8
12453.0,0.0,1,707.09,4,1,2,7
12454.0,456.0,9,4292.71,1,4,4,9
12455.0,187.0,10,5879.95,2,4,4,10
12456.0,0.0,4,3153.89,4,2,4,10
12457.0,1.0,14,2472.31,3,4,4,11
12458.0,459.0,4,1777.49,1,2,3,6
12459.0,0.0,1,454.36,4,1,2,7
12460.0,458.0,1,326.65,1,1,2,4
12461.0,126.0,2,826.88,2,1,2,5
12462.0,100.0,4,1124.01,3,2,3,8
12463.0,7.0,7,1303.63,3,3,3,9
12464.0,284.0,8,1212.05,2,3,3,8
12465.0,302.0,3,733.89,2,2,2,6
12466.0,0.0,1,56.73,4,1,1,6
12467.0,366.0,2,0.0,1,1,1,3
12468.0,219.0,10,3624.55,2,4,4,10
12469.0,583.0,2,3070.54,1,1,4,6
12470.0,0.0,1,211.95,4,1,1,6
12471.0,1.0,129,37948.61,3,4,4,11
12472.0,91.0,37,16956.69,3,4,4,11
12473.0,61.0,9,2848.23,3,4,4,11
12474.0,4.0,54,11966.45,3,4,4,11
12475.0,0.0,2,1149.64,4,1,3,8
12476.0,121.0,38,13715.62,2,4,4,10
12477.0,39.0,12,20173.64,3,4,4,11
12478.0,182.0,1,680.99,2,1,2,5
12479.0,182.0,3,477.3,2,2,2,6
12480.0,30.0,8,5435.1,3,3,4,10
12481.0,163.0,18,12217.03,2,4,4,10
12482.0,371.0,32,21893.53,1,4,4,9
12483.0,36.0,27,4846.87,3,4,4,11
12484.0,153.0,16,6303.85,2,4,4,10
12485.0,0.0,1,708.1,4,1,2,7
12486.0,610.0,1,1037.28,1,1,3,5
12487.0,820.0,2,259.79999999999995,1,1,1,3
12488.0,0.0,3,1298.66,4,2,3,9
12489.0,163.0,1,334.93,2,1,2,5
12490.0,97.0,22,9818.64,3,4,4,11
12491.0,334.0,1,460.40000000000003,2,1,2,5
12492.0,154.0,3,715.21,2,2,2,6
12493.0,0.0,3,416.79,4,2,2,8
12494.0,218.0,17,1743.52,2,4,3,9
12495.0,464.0,2,323.4,1,1,1,3
12496.0,0.0,2,54.09,4,1,1,6
12497.0,587.0,4,6211.75,1,2,4,7
12498.0,0.0,3,403.70000000000005,4,2,2,8
12499.0,0.0,1,393.72,4,1,2,7
12500.0,71.0,25,5872.31,3,4,4,11
12501.0,163.0,2,2089.68,2,1,3,6
12502.0,189.0,5,3723.87,2,3,4,9
12503.0,193.0,2,0.0,2,1,1,4
12504.0,91.0,6,411.0,3,3,2,8
12505.0,39.0,3,908.0,3,2,3,8
12506.0,0.0,1,73.5,4,1,1,6
12507.0,157.0,5,1797.31,2,3,3,8
12508.0,61.0,2,398.27,3,1,2,6
12509.0,0.0,1,176.5,4,1,1,6
12510.0,405.0,16,3689.33,1,4,4,9
12511.0,519.0,2,3065.77,1,1,4,6
12512.0,245.0,2,138.03,2,1,1,4
12513.0,0.0,2,586.79,4,1,2,7
12514.0,495.0,2,1597.76,1,1,3,5
12515.0,0.0,1,383.7,4,1,2,7
12516.0,5.0,4,2648.62,3,2,4,9
12517.0,30.0,6,2464.89,3,3,4,10
12518.0,1.0,5,2056.89,3,3,3,9
12519.0,154.0,3,695.19,2,2,2,6
12520.0,38.0,6,2582.51,3,3,4,10
12521.0,0.0,1,599.68,4,1,2,7
12522.0,0.0,2,192.72,4,1,1,6
12523.0,10.0,30,4220.85,3,4,4,11
12524.0,71.0,18,11091.36,3,4,4,11
12525.0,431.0,8,835.1800000000001,1,3,2,6
12526.0,90.0,3,1316.66,3,2,3,8
12527.0,671.0,5,735.51,1,3,2,6
12528.0,130.0,8,1922.28,2,3,3,8
12529.0,583.0,2,311.78000000000003,1,1,1,3
12530.0,31.0,12,3689.86,3,4,4,11
12531.0,0.0,3,1899.05,4,2,3,9
12532.0,91.0,1,349.83000000000004,3,1,2,6
12533.0,405.0,6,1149.99,1,3,3,7
12534.0,337.0,1,1089.18,2,1,3,6
12535.0,93.0,2,716.35,3,1,2,6
12536.0,31.0,5,4106.82,3,3,4,10
12537.0,0.0,1,732.94,4,1,2,7
12538.0,61.0,2,640.45,3,1,2,6
12539.0,71.0,8,9498.9,3,3,4,10
12540.0,40.0,36,22107.29,3,4,4,11
12541.0,61.0,3,981.18,3,2,3,8
12542.0,367.0,4,423.38,1,2,2,5
12543.0,0.0,1,980.25,4,1,3,8
12544.0,61.0,2,355.7,3,1,2,6
12545.0,0.0,2,1000.39,4,1,3,8
12546.0,245.0,3,1141.5,2,2,3,7
12547.0,252.0,3,383.58,2,2,2,6
12548.0,0.0,1,95.19999999999999,4,1,1,6
12549.0,375.0,6,1575.68,1,3,3,7
12550.0,0.0,1,964.83,4,1,3,8
12551.0,0.0,1,168.0,4,1,1,6
12552.0,334.0,2,437.82,2,1,2,5
12553.0,1.0,17,4548.82,3,4,4,11
12554.0,0.0,1,468.5,4,1,2,7
12555.0,0.0,1,129.23,4,1,1,6
12556.0,34.0,2,603.71,3,1,2,6
12557.0,40.0,8,18716.14,3,3,4,10
12558.0,121.0,2,1.0658141036401503e-14,2,1,1,4
12559.0,312.0,3,536.21,2,2,2,6
12560.0,243.0,4,2101.39,2,2,3,7
12561.0,70.0,1,238.85,3,1,1,5
12562.0,217.0,9,4966.92,2,4,4,10
12563.0,0.0,1,249.24,4,1,1,6
12564.0,0.0,1,456.9,4,1,2,7
12565.0,283.0,2,131.17,2,1,1,4
12566.0,0.0,2,346.7,4,1,2,7
12567.0,127.0,17,13393.82,2,4,4,10
12568.0,587.0,1,70.0,1,1,1,3
12569.0,1.0,35,4064.9900000000002,3,4,4,11
12570.0,0.0,1,77.52,4,1,1,6
12571.0,64.0,2,519.61,3,1,2,6
12572.0,333.0,3,1004.72,2,2,3,7
12573.0,396.0,5,717.41,1,3,2,6
12574.0,0.0,1,218.45,4,1,1,6
12575.0,489.0,2,622.8199999999999,1,1,2,4
12576.0,131.0,11,2083.87,2,4,3,9
12577.0,244.0,9,1591.35,2,4,3,9
12578.0,224.0,7,4572.45,2,3,4,9
12579.0,0.0,3,410.72,4,2,2,8
12580.0,160.0,2,1052.9,2,1,3,6
12581.0,0.0,1,197.71,4,1,1,6
12582.0,401.0,4,1980.4,1,2,3,6
12583.0,1.0,31,14344.9,3,4,4,11
12584.0,158.0,18,1893.95,2,4,3,9
12585.0,224.0,4,1982.81,2,2,3,7
12586.0,547.0,5,2028.67,1,3,3,7
12587.0,302.0,1,144.0,2,1,1,4
12588.0,579.0,5,938.98,1,3,3,7
12589.0,30.0,11,3094.17,3,4,4,11
12590.0,6.0,5,9853.48,3,3,4,10
12591.0,0.0,3,1352.15,4,2,3,9
12592.0,67.0,8,1152.62,3,3,3,9
12593.0,220.0,3,418.09999999999997,2,2,2,6
12594.0,64.0,17,5044.51,3,4,4,11
12595.0,0.0,1,299.02,4,1,1,6
12596.0,37.0,2,618.27,3,1,2,6
12597.0,96.0,5,3683.13,3,3,4,10
12598.0,30.0,15,4414.67,3,4,4,11
12599.0,34.0,13,2296.72,3,4,4,11
12600.0,30.0,26,4955.79,3,4,4,11
12601.0,40.0,7,673.76,3,3,2,8
12602.0,1.0,1,153.12,3,1,1,5
12603.0,0.0,1,739.1999999999999,4,1,2,7
12604.0,0.0,2,254.18,4,1,1,6
12605.0,366.0,5,1217.95,1,3,3,7
12606.0,0.0,1,21.0,4,1,1,6
12607.0,1.0,2,3.552713678800501e-15,3,1,1,5
12608.0,0.0,1,415.79,4,1,2,7
12609.0,188.0,10,3417.86,2,4,4,10
12610.0,33.0,7,2057.99,3,3,3,9
12611.0,0.0,1,1193.32,4,1,3,8
12612.0,0.0,2,643.59,4,1,2,7
12613.0,122.0,13,6591.52,2,4,4,10
12614.0,161.0,1,315.6,2,1,1,4
12615.0,152.0,11,5564.88,2,4,4,10
12616.0,216.0,7,1045.35,2,3,3,8
12617.0,61.0,1,355.53,3,1,2,6
12618.0,0.0,1,177.31,4,1,1,6
12619.0,61.0,14,3354.95,3,4,4,11
12620.0,0.0,3,1339.41,4,2,3,9
12621.0,6.0,44,24579.31,3,4,4,11
12622.0,0.0,1,180.1,4,1,1,6
12623.0,130.0,9,3639.84,2,4,4,10
12624.0,0.0,2,641.13,4,1,2,7
12625.0,6.0,5,5095.38,3,3,4,10
12626.0,157.0,13,6388.35,2,4,4,10
12627.0,184.0,7,4478.53,2,3,4,9
12628.0,183.0,4,769.61,2,2,2,6
12629.0,366.0,2,1558.22,1,1,3,5
12630.0,0.0,2,1270.88,4,1,3,8
12631.0,458.0,7,3452.27,1,3,4,8
12632.0,522.0,4,738.88,1,2,2,5
12633.0,1.0,10,5595.21,3,4,4,11
12634.0,461.0,2,490.0,1,1,2,4
12635.0,32.0,4,2930.41,3,2,4,9
12636.0,1063.0,1,141.0,1,1,1,3
12637.0,93.0,14,8271.66,3,4,4,11
12638.0,183.0,2,921.49,2,1,3,6
12639.0,700.0,3,1312.37,1,2,3,6
12640.0,0.0,3,1174.58,4,2,3,9
12641.0,0.0,1,185.9,4,1,1,6
12642.0,0.0,3,1013.26,4,2,3,9
12643.0,40.0,14,7880.9,3,4,4,11
12644.0,306.0,6,1815.54,2,3,3,8
12645.0,183.0,10,3499.1,2,4,4,10
12646.0,213.0,2,1346.97,2,1,3,6
12647.0,32.0,45,17682.79,3,4,4,11
12648.0,126.0,5,1097.0,2,3,3,8
12649.0,36.0,10,2238.7,3,4,4,11
12650.0,182.0,1,314.44,2,1,1,4
12651.0,101.0,5,365.3,2,3,2,7
12652.0,10.0,3,1011.58,3,2,3,8
12653.0,703.0,3,4160.83,1,2,4,7
12654.0,303.0,5,601.98,2,3,2,7
12655.0,366.0,1,261.35,1,1,1,3
12656.0,3.0,12,6320.78,3,4,4,11
12657.0,0.0,5,1152.06,4,3,3,10
12658.0,0.0,1,686.05,4,1,2,7
12659.0,61.0,1,91.68,3,1,1,5
12660.0,0.0,1,245.1,4,1,1,6
12661.0,0.0,1,162.0,4,1,1,6
12662.0,90.0,22,6949.17,3,4,4,11
12663.0,465.0,3,204.0,1,2,1,4
12664.0,1.0,12,6052.04,3,4,4,11
12665.0,10.0,5,301.45,3,3,1,7
12666.0,426.0,2,1020.98,1,1,3,5
12667.0,1.0,1,620.13,3,1,2,6
12668.0,221.0,12,11380.710000000001,2,4,4,10
12669.0,4.0,4,1607.73,3,2,3,8
12670.0,61.0,8,3750.39,3,3,4,10
12671.0,372.0,1,2622.481,1,1,4,6
12672.0,0.0,3,410.5,4,2,2,8
12673.0,243.0,3,1230.02,2,2,3,7
12674.0,93.0,7,1919.31,3,3,3,9
12675.0,432.0,4,934.8,1,2,3,6
12676.0,125.0,12,2773.09,2,4,4,10
12677.0,404.0,3,389.3,1,2,2,5
12678.0,219.0,23,33851.13,2,4,4,10
12679.0,1.0,9,1058.67,3,4,3,10
12680.0,32.0,4,880.81,3,2,3,8
12681.0,34.0,56,30551.76,3,4,4,11
12682.0,3.0,53,23945.81,3,4,4,11
12683.0,6.0,27,12418.6,3,4,4,11
12684.0,67.0,7,2283.63,3,3,4,10
12685.0,30.0,6,2863.08,3,3,4,10
12686.0,639.0,1,178.28,1,1,1,3
12687.0,0.0,2,2138.91,4,1,3,8
12688.0,0.0,1,4873.8099999999995,4,1,4,9
12689.0,247.0,2,1247.61,2,1,3,6
12690.0,0.0,1,389.01,4,1,2,7
12691.0,1.0,7,1170.4,3,3,3,9
12692.0,373.0,1,110.95,1,1,1,3
12693.0,6.0,11,1640.42,3,4,3,10
12694.0,95.0,4,1839.45,3,2,3,8
12695.0,245.0,7,1407.1200000000001,2,3,3,8
12696.0,700.0,3,801.15,1,2,2,5
12697.0,30.0,5,939.02,3,3,3,9
12698.0,0.0,1,339.75,4,1,2,7
12699.0,0.0,1,638.11,4,1,2,7
12700.0,128.0,6,4867.99,2,3,4,9
12701.0,37.0,6,2446.41,3,3,4,10
12702.0,0.0,1,219.0,4,1,1,6
12703.0,183.0,7,892.18,2,3,3,8
12704.0,244.0,10,2220.84,2,4,4,10
12705.0,129.0,22,11554.0,2,4,4,10
12706.0,0.0,1,-91.89,4,1,1,6
12707.0,0.0,1,603.42,4,1,2,7
12708.0,38.0,30,5118.16,3,4,4,11
12709.0,1.0,55,30312.61,3,4,4,11
12710.0,246.0,4,1130.57,2,2,3,7
12711.0,525.0,2,1339.05,1,1,3,5
12712.0,10.0,28,6979.66,3,4,4,11
12713.0,90.0,1,848.55,3,1,3,7
12714.0,458.0,12,14093.71,1,4,4,9
12715.0,0.0,1,353.86,4,1,2,7
12716.0,182.0,2,1053.49,2,1,3,6
12717.0,34.0,4,1258.91,3,2,3,8
12718.0,0.0,1,238.25,4,1,1,6
12719.0,31.0,3,608.1,3,2,2,7
12720.0,4.0,41,8047.88,3,4,4,11
12721.0,95.0,10,3906.68,3,4,4,11
12722.0,4.0,6,904.33,3,3,3,9
12723.0,182.0,5,725.07,2,3,2,7
12724.0,40.0,7,2317.52,3,3,4,10
12725.0,615.0,4,2694.56,1,2,4,7
12726.0,30.0,11,4014.6,3,4,4,11
12727.0,216.0,12,5646.53,2,4,4,10
12728.0,40.0,5,1070.17,3,3,3,9
12729.0,0.0,1,453.01,4,1,2,7
12730.0,552.0,1,829.25,1,1,2,4
12731.0,36.0,19,25673.21,3,4,4,11
12732.0,0.0,1,236.26000000000002,4,1,1,6
12733.0,0.0,6,2326.82,4,3,4,11
12734.0,365.0,3,639.65,2,2,2,6
12735.0,193.0,2,779.5699999999999,2,1,2,5
12736.0,40.0,1,234.0,3,1,1,5
12737.0,0.0,2,3710.5,4,1,4,9
12738.0,666.0,1,310.7,1,1,1,3
12739.0,335.0,4,2726.73,2,2,4,8
12740.0,154.0,1,427.6,2,1,2,5
12741.0,0.0,2,406.07,4,1,2,7
12742.0,0.0,2,1185.02,4,1,3,8
12743.0,0.0,2,546.43,4,1,2,7
12744.0,221.0,14,13158.16,2,4,4,10
12745.0,429.0,3,925.41,1,2,3,6
12746.0,851.0,3,230.85000000000002,1,2,1,4
12747.0,152.0,32,9164.59,2,4,4,10
12748.0,5.0,365,49970.13,3,4,4,11
12749.0,33.0,16,6328.49,3,4,4,11
12750.0,278.0,1,275.88,2,1,1,4
12751.0,0.0,1,268.27,4,1,1,6
12752.0,0.0,1,4366.78,4,1,4,9
12753.0,100.0,11,21024.01,3,4,4,11
12754.0,161.0,5,2949.12,2,3,4,9
12755.0,161.0,22,6406.349999999999,2,4,4,10
12756.0,0.0,1,112.07999999999998,4,1,1,6
12757.0,5.0,19,4227.7,3,4,4,11
12758.0,130.0,8,9779.0,2,3,4,9
12759.0,99.0,8,5020.74,3,3,4,10
12760.0,428.0,1,347.8,1,1,2,4
12761.0,489.0,2,782.95,1,1,2,4
12762.0,302.0,2,1898.52,2,1,3,6
12763.0,578.0,2,814.16,1,1,2,4
12764.0,0.0,1,1693.88,4,1,3,8
12765.0,494.0,6,1404.58,1,3,3,7
12766.0,101.0,11,10026.43,2,4,4,10
12767.0,0.0,1,949.82,4,1,3,8
12768.0,610.0,2,3.552713678800501e-15,1,1,1,3
12769.0,0.0,1,1143.6,4,1,3,8
12770.0,458.0,7,2975.95,1,3,4,8
12771.0,398.0,2,262.5,1,1,1,3
12772.0,31.0,1,892.47,3,1,3,7
12773.0,0.0,2,1.7763568394002505e-15,4,1,1,6
12774.0,0.0,1,98.7,4,1,1,6
12775.0,280.0,8,1651.32,2,3,3,8
12776.0,435.0,1,55.5,1,1,1,3
12777.0,489.0,1,519.45,1,1,2,4
12778.0,96.0,10,1757.68,3,4,3,10
12779.0,221.0,21,6406.76,2,4,4,10
12780.0,0.0,1,337.4,4,1,2,7
12781.0,154.0,5,707.72,2,3,2,7
12782.0,213.0,14,4526.04,2,4,4,10
12783.0,152.0,8,1603.87,2,3,3,8
12784.0,0.0,3,1804.75,4,2,3,9
12785.0,152.0,5,1079.31,2,3,3,8
12786.0,463.0,1,728.5,1,1,2,4
12787.0,93.0,5,859.18,3,3,3,9
12788.0,670.0,4,444.9,1,2,2,5
12789.0,215.0,3,273.35,2,2,1,5
12790.0,0.0,3,563.45,4,2,2,8
12791.0,365.0,8,777.75,2,3,2,7
12792.0,0.0,3,813.88,4,2,2,8
12793.0,101.0,3,1017.33,2,2,3,7
12794.0,305.0,2,860.41,2,1,3,6
12795.0,0.0,1,430.48,4,1,2,7
12796.0,0.0,1,381.0,4,1,2,7
12797.0,396.0,6,725.46,1,3,2,6
12798.0,0.0,4,8510.93,4,2,4,10
12799.0,0.0,1,219.35,4,1,1,6
12800.0,708.0,3,584.25,1,2,2,5
12801.0,0.0,2,1031.87,4,1,3,8
12802.0,96.0,9,2350.42,3,4,4,11
12803.0,395.0,1,1092.81,1,1,3,5
12804.0,0.0,2,327.02,4,1,2,7
12805.0,649.0,4,1434.95,1,2,3,6
12806.0,0.0,4,2878.96,4,2,4,10
12807.0,0.0,3,269.95,4,2,1,7
12808.0,127.0,5,906.1,2,3,3,8
12809.0,495.0,8,1705.34,1,3,3,7
12810.0,708.0,2,534.99,1,1,2,4
12811.0,488.0,5,1033.9,1,3,3,7
12812.0,0.0,1,229.64000000000001,4,1,1,6
12813.0,432.0,3,1687.8,1,2,3,6
12814.0,0.0,1,125.92,4,1,1,6
12815.0,0.0,2,1063.46,4,1,3,8
12816.0,216.0,2,572.2,2,1,2,5
12817.0,283.0,3,690.98,2,2,2,6
12818.0,0.0,2,1517.88,4,1,3,8
12819.0,520.0,1,540.52,1,1,2,4
12820.0,182.0,13,2647.94,2,4,4,10
12821.0,97.0,2,220.8,3,1,1,5
12822.0,0.0,3,918.98,4,2,3,9
12823.0,246.0,18,6501.5,2,4,4,10
12824.0,31.0,1,397.12,3,1,2,6
12825.0,495.0,2,518.63,1,1,2,4
12826.0,61.0,15,2928.69,3,4,4,11
12827.0,153.0,3,430.15000000000003,2,2,2,6
12828.0,152.0,6,1018.71,2,3,3,8
12829.0,163.0,4,345.35,2,2,2,6
12830.0,93.0,7,6748.4,3,3,4,10
12831.0,670.0,3,451.11,1,2,2,5
12832.0,153.0,2,383.03,2,1,2,5
12833.0,0.0,1,417.38,4,1,2,7
12834.0,311.0,1,312.38,2,1,1,4
12835.0,368.0,49,6018.67,1,4,4,9
12836.0,31.0,17,6546.47,3,4,4,11
12837.0,0.0,2,688.41,4,1,2,7
12838.0,183.0,12,3376.03,2,4,4,10
12839.0,96.0,31,9927.83,3,4,4,11
12840.0,66.0,11,4013.87,3,4,4,11
12841.0,5.0,42,7390.4800000000005,3,4,4,11
12842.0,253.0,4,1917.99,2,2,3,7
12843.0,67.0,34,6345.61,3,4,4,11
12844.0,61.0,4,648.6,3,2,2,7
12845.0,0.0,4,354.09,4,2,2,8
12846.0,0.0,1,15.58,4,1,1,6
12847.0,0.0,2,1636.8999999999999,4,1,3,8
12848.0,677.0,1,208.0,1,1,1,3
12849.0,122.0,6,3090.56,2,3,4,9
12850.0,0.0,1,330.0,4,1,2,7
12851.0,246.0,2,284.13,2,1,1,4
12852.0,0.0,2,299.75,4,1,1,6
12853.0,97.0,16,3728.5,3,4,4,11
12854.0,7.0,11,2922.37,3,4,4,11
12855.0,426.0,4,650.9399999999999,1,2,2,5
12856.0,30.0,8,2162.68,3,3,3,9
12857.0,70.0,7,3684.25,3,3,4,10
12858.0,0.0,2,151.73,4,1,1,6
12859.0,520.0,1,575.1,1,1,2,4
12860.0,0.0,1,55.47,4,1,1,6
12861.0,0.0,1,68.25,4,1,1,6
12862.0,427.0,2,1008.3199999999999,1,1,3,5
12863.0,431.0,7,2775.5499999999997,1,3,4,8
12864.0,0.0,2,299.57,4,1,1,6
12865.0,125.0,5,3303.31,2,3,4,9
12866.0,342.0,3,1227.35,2,2,3,7
12867.0,97.0,16,7862.69,3,4,4,11
12868.0,10.0,8,2247.06,3,3,4,10
12869.0,0.0,1,337.66999999999996,4,1,2,7
12870.0,486.0,4,1647.15,1,2,3,6
12871.0,0.0,3,744.02,4,2,2,8
12872.0,367.0,13,3678.34,1,4,4,9
12873.0,311.0,3,2027.3,2,2,3,7
12874.0,645.0,3,933.42,1,2,3,6
12875.0,364.0,5,1356.99,2,3,3,8
12876.0,426.0,5,4068.59,1,3,4,8
12877.0,156.0,20,2955.17,2,4,4,10
12878.0,0.0,3,841.64,4,2,2,8
12879.0,93.0,4,552.5699999999999,3,2,2,7
12880.0,0.0,2,640.13,4,1,2,7
12881.0,99.0,1,298.0,3,1,1,5
12882.0,183.0,2,1463.04,2,1,3,6
12883.0,32.0,4,703.47,3,2,2,7
12884.0,2.0,1,309.05,3,1,1,5
12885.0,33.0,4,1158.27,3,2,3,8
12886.0,67.0,3,1351.09,3,2,3,8
12887.0,0.0,1,222.4,4,1,1,6
12888.0,97.0,4,313.77,3,2,1,6
12889.0,520.0,6,365.66,1,3,2,6
12890.0,0.0,2,717.27,4,1,2,7
12891.0,158.0,12,819.5,2,4,2,8
12892.0,487.0,1,263.38,1,1,1,3
12893.0,91.0,1,188.14,3,1,1,5
12894.0,0.0,1,157.35,4,1,1,6
12895.0,0.0,3,347.3,4,2,2,8
12896.0,820.0,1,-29.75,1,1,1,3
12897.0,39.0,4,514.25,3,2,2,7
12898.0,670.0,2,310.96000000000004,1,1,1,3
12899.0,0.0,1,366.4,4,1,2,7
12900.0,0.0,1,340.33,4,1,2,7
12901.0,36.0,36,16293.1,3,4,4,11
12902.0,0.0,1,138.68,4,1,1,6
12903.0,519.0,1,833.53,1,1,2,4
12904.0,0.0,2,509.58,4,1,2,7
12905.0,371.0,3,1011.82,1,2,3,6
12906.0,0.0,5,2919.81,4,3,4,11
12907.0,456.0,3,440.36,1,2,2,5
12908.0,1.0,7,1272.0,3,3,3,9
12909.0,339.0,13,3034.77,2,4,4,10
12910.0,7.0,14,5747.02,3,4,4,11
12911.0,553.0,1,1680.47,1,1,3,5
12912.0,152.0,5,1662.3,2,3,3,8
12913.0,39.0,13,6700.860000000001,3,4,4,11
12914.0,609.0,1,223.98,1,1,1,3
12915.0,524.0,8,1084.85,1,3,3,7
12916.0,402.0,8,4630.22,1,3,4,8
12917.0,278.0,8,4329.5,2,3,4,9
12918.0,0.0,3,-10953.5,4,2,1,7
12919.0,3.0,8,1301.44,3,3,3,9
12920.0,0.0,4,488.09000000000003,4,2,2,8
12921.0,5.0,103,34639.45,3,4,4,11
12922.0,338.0,1,405.38,2,1,2,5
12923.0,184.0,3,789.87,2,2,2,6
12924.0,2.0,14,2423.15,3,4,4,11
12925.0,213.0,3,729.3299999999999,2,2,2,6
12926.0,676.0,4,1548.46,1,2,3,6
12927.0,426.0,1,197.31,1,1,1,3
12928.0,7.0,12,4304.89,3,4,4,11
